ID,district,sector,month,psu,snumber,hhno,nhh,result,person_serial_no,residence,relationship,sex,birth_year,birth_month,age,registration,ethnicity,religion,marital_status,curr_educ,education,main_activity,is_active,main_occupation,industry,employment_status,B_year,NoOf_sickPersons,hhsize,visit_gov_hosp,visit_pvt_hosp,impatient_gov,impatient_pvt,chronic_illness,hhfoodexppm,haif_income,hhexppm,hhincomepm
112131011,12,2,3,112131,1,1,1,1,1,1,1,1,75,9,43,1,1,1,7,9,11,1,1,7531,14101,3,1975,1,2,2,2,2,2,2,23944.285,14221.4285,49097.195,28442.857
112132061,12,2,11,112132,6,1,1,1,1,1,1,2,85,9,34,1,1,4,7,9,10,1,1,7319,17092,5,1985,1,2,2,1,2,2,2,16525.715,13966.1905,36095.91,27932.381
112133031,12,2,6,112133,3,1,1,1,1,1,1,2,42,4,77,1,1,1,4,9,4,9,2, , ,7,1942,2,1,2,1,1,2,1,14970,11464.285,28702,22928.57
112135071,12,2,3,112135,7,1,1,1,1,1,1,1,40,6,78,1,1,1,2,9,8,9,2, , ,7,1940,2,2,2,2,1,2,1,19628.572,14636.3095,27466.904,29272.619
112135081,12,2,3,112135,8,1,1,1,1,1,1,1,56,11,62,1,1,1,2,9,6,1,1,5211,47113,3,1956,2,1,1,2,1,2,1,15724.286,20376.1915,41229.543,40752.383
112136031,12,2,11,112136,3,1,1,1,1,1,1,1,75,7,44,1,1,1,2,9,10,1,1,5230,49212,5,1975,2,2,2,2,2,2,2,13680,14729.285,46243.766,29458.57
112136091,12,2,11,112136,9,1,1,1,1,1,1,1,53,8,66,1,1,1,2,9,5,1,1,9218,99998,3,1953,2,2,1,2,2,2,1,15081.429,20992.8575,33047,41985.715
112138091,12,2,11,112138,9,1,1,1,1,1,1,1,61,7,58,1,1,1,2,9,10,9,2, , ,7,1961,2,1,1,2,2,2,1,12835.714,15985.715,30064.77,31971.43
112139021,12,2,3,112139,2,1,1,1,1,1,1,1,55,3,64,1,1,1,2,9,11,1,1,6113,1120,5,1955,1,1,2,2,2,2,2,14357.143,18617.9765,35363.555,37235.953
112139031,12,2,3,112139,3,1,1,1,1,1,1,2,39,10,79,1,1,1,4,9,10,9,2, , ,7,1939,2,1,2,1,2,2,1,12514.286,15933.955,33012.125,31867.91
112140021,12,1,11,112140,2,1,1,1,1,1,1,2,95,2,24,1,1,1,1,3,13,1,1,5223,10619,3,1995,1,1,2,2,2,2,2,10675.714,21000,49527.266,42000
112141021,12,2,7,112141,2,1,1,1,1,1,1,1,62,1,57,1,1,4,2,9,11,1,1,3142,84130,1,1962,2,2,2,2,2,2,2,45805.715,20768.5725,75930.398,41537.145
112141041,12,2,7,112141,4,1,1,1,1,1,1,2,57,8,61,1,1,4,4,9,4,7,2, , ,7,1957,2,1,2,1,2,2,1,21115.715,17750,33105.031,35500
112141051,12,2,7,112141,5,1,1,1,1,1,1,1,86,1,33,1,1,4,2,9,5,1,1,9322,31001,3,1986,1,2,2,2,2,2,2,17730,12000,24003.105,24000
112141101,12,2,7,112141,10,1,1,1,1,1,1,1,54,3,65,1,2,4,2,9,5,9,2, , ,7,1954,2,2,2,2,1,2,2,29554.285,12600,43876.191,25200
112142071,12,2,11,112142,7,1,1,1,1,1,1,2,98,7,21,1,1,1,1,9,13,1,1,7531,14101,3,1998,1,1,1,1,2,2,2,8220,16523.4825,23698.369,33046.965
112143051,12,2,3,112143,5,1,1,1,1,1,1,2,57,5,61,1,1,1,4,9,5,7,2, , ,7,1957,1,1,2,2,2,2,2,12514.286,16745.2385,17525.244,33490.477
112144041,12,2,11,112144,4,1,1,1,1,1,1,1,78,10,41,1,4,3,2,9,10,1,1,8323,49222,5,1978,1,2,1,2,2,2,2,14481.429,11739.286,40517.98,23478.572
112145011,12,2,7,112145,1,1,1,1,1,1,1,1,66,11,52,1,1,1,2,9,10,1,1,8323,49222,5,1966,1,2,2,2,2,2,2,25221.428,20685.715,44650.016,41371.43
112145071,12,2,7,112145,7,1,1,1,1,1,1,1,63,7,56,1,1,1,2,9,9,1,1,6113,1120,5,1963,2,1,1,1,2,2,1,8772.8574,13414.285,36715.684,26828.57
112145081,12,2,7,112145,8,1,1,1,1,1,1,1,68,11,50,1,1,1,2,9,8,9,2, , ,7,1968,2,2,1,1,1,2,1,17258.57,10214.285,27228.57,20428.57
112147101,12,1,4,112147,10,1,1,1,1,1,1,2,73,2,46,1,1,1,2,9,13,4,2, , ,7,1973,1,1,2,2,2,2,2,24454.285,14250,67454.219,28500
112149011,12,2,7,112149,1,1,1,1,1,1,1,1,38,6,81,1,1,1,2,9,10,1,1,6111,1132,5,1938,1,1,2,2,2,2,2,12732.857,21804.7615,23311.766,43609.523
112149041,12,2,7,112149,4,1,1,1,1,1,1,1,82,10,36,1,1,1,2,9,11,1,1,8189,14101,3,1982,1,1,2,2,1,2,2,21968.572,19246.9045,61847.141,38493.809
112149081,12,2,7,112149,8,1,1,1,1,1,1,2,58,8,60,1,1,1,5,9,10,7,2, , ,7,1958,2,2,2,2,2,2,1,12004.286,18326.1915,29131.547,36652.383
112150041,12,2,12,112150,4,1,1,1,1,1,1,1,63,11,56,1,1,1,2,9,9,1,1,9322,17096,3,1963,2,1,2,2,2,2,2,22864.285,21532.1425,44089.945,43064.285
112151051,12,2,4,112151,5,1,1,1,1,1,1,1,48,11,70,1,1,1,2,9,7,9,2, , ,7,1948,2,3,1,2,2,2,1,22041.428,20864.285,37677,41728.57
112152081,12,2,12,112152,8,1,1,1,1,1,1,1,56,8,63,1,1,1,2,9,6,9,2, , ,7,1956,2,1,1,2,2,2,1,20824.285,15600,27514.285,31200
112153021,12,2,7,112153,2,1,1,1,1,1,1,1,71,3,48,1,1,1,2,9,5,9,2, , ,7,1971,1,2,2,2,2,2,2,13161.429,16489.285,23838.373,32978.57
112153031,12,2,7,112153,3,1,1,1,1,1,1,1,53,9,65,1,1,1,2,9,11,1,1,5221,47113,5,1953,1,1,2,2,2,2,2,15132.857,16506.1895,36563.227,33012.379
112158081,12,2,12,112158,8,1,1,1,1,1,1,2,65,6,54,1,1,1,4,9,8,7,2, , ,7,1965,1,2,2,2,2,2,2,27732.857,13792.8575,38218.41,27585.715
112159051,12,2,12,112159,5,1,1,1,1,1,1,1,63,9,56,1,1,4,2,9,10,1,1,8323,49222,5,1963,2,1,2,1,2,2,1,15197.143,20135.715,55734.031,40271.43
112159061,12,2,12,112159,6,1,1,1,1,1,1,1,51,3,68,1,1,1,7,9,4,1,1,6121,1450,3,1951,1,1,2,2,2,2,2,13577.144,11905.953,15210.477,23811.906
112159071,12,2,12,112159,7,1,1,1,1,1,1,1,91,10,28,1,1,1,2,9,8,1,1,8141,17096,3,1991,1,1,2,2,2,2,2,13174.286,9500,25882.527,19000
112160011,12,1,8,112160,1,1,1,1,1,1,1,2,96,4,23,1,1,1,1,9,11,1,1,8153,14101,3,1996,1,1,2,2,2,2,2,9107.1426,16000,17017.668,32000
112160021,12,1,8,112160,2,1,1,1,1,1,1,2,94,4,25,1,1,1,1,9,10,1,1,8153,14101,3,1994,1,1,2,2,2,2,2,8507.1426,16800,17232.668,33600
112160031,12,1,8,112160,3,1,1,1,1,1,1,2,99,7,20,1,1,1,1,9,10,1,1,8153,14101,3,1999,1,1,2,2,2,2,2,10414.286,17000,18673.828,34000
112160041,12,1,8,112160,4,1,1,1,1,1,1,2,99,8,20,1,1,4,1,9,11,1,1,8153,14101,3,1999,1,1,2,2,2,2,2,9107.1426,15000,18241.457,30000
112160061,12,1,8,112160,6,1,1,1,1,1,1,2,47,7,72,2,1,1,4,9,12,7,2, , ,7,1947,1,2,2,2,2,2,2,28080,16666.666,49254.543,33333.332
112160081,12,1,8,112160,8,1,1,1,1,1,1,1,84,10,34,1,1,1,2,9,11,1,1,8322,14101,3,1984,1,1,2,2,2,2,2,25002.857,19250,44241.484,38500
112161061,12,2,12,112161,6,1,1,1,1,1,1,2,57,8,62,1,1,1,4,9,10,7,2, , ,7,1957,1,1,2,2,2,2,2,17095.715,12733.333,32456.24,25466.666
112161071,12,2,12,112161,7,1,1,1,1,1,1,2,64,10,55,1,1,1,2,9,8,7,2, , ,7,1964,2,1,1,2,2,2,1,9715.7139,11678.5715,17925.715,23357.143
112163051,12,2,12,112163,5,1,1,1,1,1,1,1,65,6,54,1,4,3,2,9,11,1,1,5221,47113,5,1965,3,2,2,2,2,2,1,21132.857,21604.166,38084.09,43208.332
112163061,12,2,12,112163,6,1,1,1,1,1,1,1,73,6,46,1,4,3,2,9,10,1,1,9998,41001,3,1973,3,2,2,2,2,2,2,20087.143,14250,39756.848,28500
112163081,12,2,12,112163,8,1,1,1,1,1,1,1,64,1,55,1,4,3,2,9,10,1,1,9998,41001,3,1964,2,2,2,2,2,2,2,23978.572,14650,45522.668,29300
112164061,12,2,8,112164,6,1,1,1,1,1,1,2,56,8,63,1,1,1,4,9,10,1,1,7531,14105,5,1956,1,1,2,2,2,2,2,12792.857,17333.334,39729.574,34666.668
112165031,12,2,5,112165,3,1,1,1,1,1,1,1,91,12,27,1,1,1,2,9,10,1,1,7512,56102,5,1991,1,1,2,2,2,2,2,19234.285,20071.4275,88093.43,40142.855
112165061,12,2,5,112165,6,1,1,1,1,1,1,2,66,10,52,1,1,1,5,9,8,1,1,9111,97001,3,1966,2,1,2,1,2,2,1,10054.286,16025,33305.449,32050
112166021,12,2,12,112166,2,1,1,1,1,1,1,1,85,6,34,1,1,1,2,9,10,1,1,9322,10791,3,1985,1,2,2,2,2,2,2,25577.143,13750,38799.922,27500
112167051,12,2,8,112167,5,1,1,1,1,1,1,1,45,10,73,1,1,1,2,9,7,9,2, , ,7,1945,3,2,1,2,1,2,1,34902.859,22078.5705,52504.297,44157.141
112167061,12,2,8,112167,6,1,1,1,1,1,1,1,53,7,66,1,1,1,2,9,12,9,2, , ,7,1953,2,1,2,1,2,2,1,18372.857,19435.953,64412.883,38871.906
112168041,12,2,5,112168,4,1,1,1,1,1,1,2,68,1,51,1,1,1,2,9,13,1,1,7221,25933,4,1968,2,1,2,2,2,2,1,18595.715,13750,59443.52,27500
112169041,12,2,8,112169,4,1,1,1,1,1,1,1,61,8,58,1,1,1,2,9,10,1,1,9998,99998,3,1961,2,1,2,2,2,2,2,7525.7144,20671.4275,16899.428,41342.855
112170011,12,1,5,112170,1,1,1,1,1,1,1,1,53,9,65,1,1,4,2,9,13,9,2, , ,7,1953,2,1,2,2,2,2,1,15750,20007.1425,50547.668,40014.285
112171011,12,2,8,112171,1,1,1,1,1,1,1,2,54,5,65,1,1,5,1,9,10,7,2, , ,7,1954,2,1,1,2,2,2,1,21797.143,18992.8575,41929.621,37985.715
112171031,12,2,8,112171,3,1,1,1,1,1,1,2,55,8,64,1,1,1,4,9,7,7,2, , ,7,1955,2,1,1,2,2,2,1,18698.572,20605.953,42170.57,41211.906
112172091,12,2,5,112172,9,1,1,1,1,1,1,1,72,5,47,1,1,1,2,9,11,4,2, , ,7,1972,2,1,1,2,2,2,1,12552.857,13015.4025,38123.043,26030.805
112173011,12,1,9,112173,1,1,1,1,1,1,1,1,82,6,37,1,1,1,2,9,11,1,1,8323,49222,5,1982,1,2,2,2,2,2,2,17164.285,17750,34566.855,35500
112173021,12,1,9,112173,2,1,1,1,1,1,1,1,88,6,31,1,1,1,2,9,11,1,1,7532,14101,3,1988,1,1,2,2,2,2,2,14357.143,19000,24003.125,38000
112173091,12,1,9,112173,9,1,1,1,1,1,1,1,84,6,35,1,1,1,1,9,11,1,1,8322,14101,3,1984,1,1,2,2,2,2,2,10864.286,10300,21423.477,20600
112174051,12,1,5,112174,5,1,1,1,1,1,1,1,66,8,52,1,1,4,2,9,10,1,1,9322,22111,3,1966,1,1,2,2,2,2,2,14142.857,20500,29954.813,41000
112175011,12,2,9,112175,1,1,1,1,1,1,1,2,49,6,70,1,1,1,4,9,10,4,2, , ,7,1949,1,1,2,2,2,2,2,18891.43,13042.8575,39003.465,26085.715
112175041,12,2,9,112175,4,1,1,1,1,1,1,2,30,1,89,1,1,4,4,9,1,9,2, , ,7,1930,2,2,2,2,2,2,1,12252.857,21827.1425,23998.93,43654.285
112175071,12,2,9,112175,7,1,1,1,1,1,1,2,62,11,56,1,1,4,4,9,9,7,2, , ,7,1962,1,1,2,2,2,2,2,24231.428,16250,52597.355,32500
112176081,12,2,6,112176,8,1,1,1,1,1,1,1,94,4,25,1,1,1,1,9,10,1,1,7319,20291,5,1994,2,1,2,2,2,2,2,19868.572,20335.715,48075.113,40671.43
112176091,12,2,6,112176,9,1,1,1,1,1,1,1,84,11,34,1,1,4,2,9,6,1,1,7319,20291,3,1984,1,1,2,2,2,2,2,18540,17798.9275,30262.232,35597.855
112177101,12,2,9,112177,10,1,1,1,1,1,1,1,77,11,41,1,1,4,2,9,13,1,1,3313,81309,3,1977,2,2,2,2,2,2,2,30522.857,13910.714,80359.086,27821.428
112178031,12,2,6,112178,3,1,1,1,1,1,1,1,70,3,49,1,1,1,2,9,9,1,1,5245,47301,3,1970,2,2,2,2,2,2,2,13598.571,15879.7615,29931.572,31759.523
112180071,12,2,6,112180,7,1,1,1,1,1,1,2,38,7,80,1,5,4,4,9,11,9,2, , ,7,1938,2,1,2,1,2,2,1,8704.2852,20335.715,54029.203,40671.43
112181022,12,2,9,112181,2,2,2,1,1,1,1,2,43,2,76,1,1,1,4,9,12,9,2, , ,7,1943,2,1,1,2,2,2,1,13470,16950,40461.051,33900
112181061,12,2,9,112181,6,1,1,1,1,1,1,1,55,2,64,1,1,1,2,9,8,1,1,9998,99998,5,1955,2,1,2,2,2,2,2,6025.7144,19521.4275,24406.002,39042.855
112182011,12,2,6,112182,1,1,1,1,1,1,1,2,43,1,76,1,1,1,4,9,12,9,2, , ,7,1943,2,1,2,2,2,2,1,17708.572,22142.8575,48012.977,44285.715
112182021,12,2,6,112182,2,1,1,1,1,1,1,2,65,1,54,1,1,4,4,9,10,9,2, , ,7,1965,2,1,2,2,2,2,1,12600,13189.285,50632.727,26378.57
112183041,12,2,10,112183,4,1,1,1,1,1,1,1,60,2,59,1,1,4,1,9,19,9,2, , ,7,1960,1,1,2,2,2,2,2,13971.429,12172.619,25273.096,24345.238
112183081,12,2,10,112183,8,1,1,1,1,1,1,1,54,6,65,1,1,4,2,9,9,1,1,9411,47215,3,1954,2,1,2,1,2,2,1,19315.715,21592.8575,64601.207,43185.715
112184011,12,2,6,112184,1,1,1,1,1,1,1,1,79,10,39,1,1,1,2,9,10,1,1,9998,99998,3,1979,1,2,2,2,2,2,2,13547.143,15366.785,21225.693,30733.57
112185051,12,2,10,112185,5,1,1,1,1,1,1,1,45,7,74,1,1,1,2,9,6,9,2, , ,7,1945,1,1,2,2,2,2,2,10705.714,11397.619,16374.287,22795.238
112186041,12,1,7,112186,4,1,1,1,1,1,1,1,70,4,49,1,3,4,2,9,11,1,1,8323,49222,5,1970,1,2,2,2,2,2,2,34320,17667.8575,82350.047,35335.715
112186061,12,1,7,112186,6,1,1,1,1,1,1,1,68,7,51,1,3,4,2,9,6,9,2, , ,7,1968,2,2,2,1,2,2,2,21407.143,14000,50621.637,28000
112186071,12,1,7,112186,7,1,1,1,1,1,1,2,52,7,67,1,3,4,4,9,6,9,2, , ,7,1952,2,2,2,1,2,2,1,27021.43,13416.667,69573.367,26833.334
112186081,12,1,7,112186,8,1,1,1,1,1,1,2,79,3,40,1,3,4,6,9,7,1,1,7531,14105,5,1979,1,2,2,2,2,2,2,21921.428,11775,34767.844,23550
112187021,12,2,10,112187,2,1,1,1,1,1,1,1,78,5,41,1,1,1,2,9,11,1,1,5113,79120,3,1978,1,2,2,2,2,2,2,36788.57,20592.8575,87185.477,41185.715
112187031,12,2,10,112187,3,1,1,1,1,1,1,1,48,7,71,1,1,4,1,9,13,5,2, , ,7,1948,1,1,2,2,2,2,2,9754.2861,14583.333,27977.135,29166.666
112187041,12,2,10,112187,4,1,1,1,1,1,1,1,49,7,70,1,3,4,1,9,19,1,1,9213,1291,3,1949,2,1,2,1,2,2,1,14378.571,15807.1425,20798.572,31614.285
112187091,12,2,10,112187,9,1,1,1,1,1,1,2,61,6,58,1,1,4,1,9,11,7,2, , ,7,1961,1,1,2,2,2,2,2,8112.8574,12542.8575,40709.34,25085.715
112188011,12,2,7,112188,1,1,1,1,1,1,1,1,85,6,34,1,1,1,2,9,10,1,1,8332,42101,3,1985,1,2,2,2,2,2,2,19367.143,18601.1915,38227.633,37202.383
112188101,12,2,7,112188,10,1,1,1,1,1,1,1,57,7,62,1,1,1,2,9,10,9,2, , ,7,1957,1,1,2,2,2,2,2,14828.571,11766,22912.238,23532
112189091,12,2,10,112189,9,1,1,1,1,1,1,1,51,9,68,1,1,1,2,9,11,1,1,6117,1282,5,1951,1,2,2,2,2,2,2,18514.285,19817.8575,49744.102,39635.715
112190021,12,2,7,112190,2,1,1,1,1,1,1,1,78,8,40,1,1,4,2,9,10,1,1,1439,49222,5,1978,2,2,2,2,1,2,1,21942.857,21817.8575,53298.629,43635.715
112192071,12,2,7,112192,7,1,1,1,1,1,1,2,59,4,60,1,1,1,4,9,8,7,2, , ,7,1959,2,1,2,1,2,2,1,7195.7144,14406.115,37140.945,28812.23
112193091,12,1,11,112193,9,1,1,1,1,1,1,1,76,2,43,1,1,4,2,9,9,1,1,7313,23931,5,1976,1,2,2,2,2,2,2,24591.428,21064.285,84011.414,42128.57
112194021,12,2,7,112194,2,1,1,1,1,1,1,1,54,6,65,1,1,1,4,9,10,1,1,6116,1261,5,1954,1,1,1,2,2,2,2,10628.571,9486.9045,15015.904,18973.809
112194041,12,2,7,112194,4,1,1,1,1,1,1,2,60,12,58,1,1,1,2,9,10,7,2, , ,7,1960,2,2,2,2,2,2,2,26412.857,14271.4285,40093.828,28542.857
112194051,12,2,7,112194,5,1,1,1,1,1,1,2,62,6,57,1,1,1,4,9,6,1,1,5249,47113,3,1962,2,1,1,2,2,2,1,14935.714,10660.714,27328.547,21321.428
112195011,12,2,11,112195,1,1,1,1,1,1,1,2,73,4,46,1,1,1,4,9,10,1,1,9111,97001,3,1973,1,1,2,2,2,2,2,19457.143,18328.5705,33348.809,36657.141
112196021,12,1,8,112196,2,1,1,1,1,1,1,2,50,2,69,1,1,4,7,9,8,1,1,7531,14105,5,1950,2,1,1,2,2,2,1,7032.8569,20257.1425,39753.621,40514.285
112196071,12,1,8,112196,7,1,1,1,1,1,1,1,54,11,64,2,1,4,2,9,8,5,2, , ,7,1954,1,2,2,2,2,2,2,42351.43,17182.1425,48424.602,34364.285
112197061,12,2,11,112197,6,1,1,1,1,1,1,2,54,12,64,1,1,1,4,9,7,7,2, , ,7,1954,2,1,2,2,2,2,1,11010,10514.285,23998.48,21028.57
112197081,12,2,11,112197,8,1,1,1,1,1,1,1,84,6,35,1,1,1,2,9,10,1,1,9112,73101,3,1984,2,2,2,2,2,2,2,17541.43,22000,36100.984,44000
112198101,12,2,8,112198,10,1,1,1,1,1,1,1,64,1,55,1,1,1,2,9,3,1,1,7316,32906,3,1964,1,1,2,2,2,2,2,10255.714,16535.715,23713.303,33071.43
112200041,12,2,8,112200,4,1,1,1,1,1,1,2,61,3,58,1,2,4,4,9,8,7,2, , ,7,1961,2,1,2,2,2,2,1,13221.429,13546.4285,28273.762,27092.857
112201101,12,2,11,112201,10,1,1,1,1,1,1,1,55,1,64,1,1,1,2,9,13,9,2, , ,7,1955,2,2,1,1,1,2,1,14944.286,18342.8575,64506.113,36685.715
112202021,12,2,8,112202,2,1,1,1,1,1,1,1,57,8,62,1,1,1,2,9,12,5,2, , ,7,1957,2,2,2,2,2,2,1,16105.715,18461.1545,43980.234,36922.309
112203021,12,2,8,112203,2,1,1,1,1,1,1,2,37,11,81,1,1,1,3,9,7,7,2, , ,7,1937,2,1,1,2,2,2,1,25174.285,16500,52750.504,33000
112203061,12,2,8,112203,6,1,1,1,1,1,1,1,61,9,57,1,1,1,2,9,13,1,1,8332,35200,3,1961,1,1,2,2,2,2,2,18638.572,14614.286,38373.27,29228.572
112203071,12,2,8,112203,7,1,1,1,1,1,1,1,82,2,37,1,1,4,2,9,13,1,1,1221,47819,5,1982,1,2,2,2,2,2,2,42450,14367.3575,64655.695,28734.715
112203081,12,2,8,112203,8,1,1,1,1,1,1,2,72,7,47,1,1,1,7,9,11,7,2, , ,7,1972,1,1,2,2,2,2,2,14048.571,13879.7615,55013.762,27759.523
112204011,12,1,9,112204,1,1,1,1,1,1,1,1,52,3,67,1,1,4,2,9,4,9,2, , ,7,1952,2,1,1,2,2,2,1,16114.285,20025,53651.617,40050
112204021,12,1,9,112204,2,1,1,1,1,1,1,2,54,2,65,2,1,4,4,9,6,7,2, , ,7,1954,2,2,2,1,2,2,1,34984.285,17708.334,60341.547,35416.668
112204031,12,1,9,112204,3,1,1,1,1,1,1,2,63,7,56,1,1,4,2,9,4,1,1,5221,47113,5,1963,1,2,2,2,1,2,2,32922.855,15459.5235,57651.152,30919.047
112204091,12,1,9,112204,9,1,1,1,1,1,1,1,61,12,57,1,1,4,2,9,4,9,2, , ,7,1961,3,2,2,1,2,2,1,15025.715,17283.332,28250.125,34566.664
112204101,12,1,9,112204,10,1,1,1,1,1,1,1,68,8,51,1,1,1,2,9,13,1,2, , ,7,1968,2,1,2,1,2,2,1,17790,11323.8095,31648.59,22647.619
112205041,12,2,12,112205,4,1,1,1,1,1,1,2,57,11,62,1,1,1,2,9,10,7,2, , ,7,1957,2,1,2,2,2,2,1,10251.429,14777.5,32643.676,29555
112205081,12,2,12,112205,8,1,1,1,1,1,1,2,45,7,74,1,1,1,4,9,13,4,2, , ,7,1945,2,1,1,2,2,2,1,12445.714,18000,31292.908,36000
112205091,12,2,12,112205,9,1,1,1,1,1,1,1,68,5,51,1,1,1,2,9,10,1,1,7115,16222,3,1968,1,1,2,2,2,2,2,35070,14807.1425,56231.832,29614.285
112205101,12,2,12,112205,10,1,1,1,1,1,1,2,75,2,44,1,1,1,2,9,10,7,2, , ,7,1975,1,2,2,2,2,2,2,21947.143,17500,33380.027,35000
112206031,12,2,9,112206,3,1,1,1,1,1,1,2,32,1,87,1,1,1,4,9,2,9,2, , ,7,1932,2,1,2,1,2,2,1,19435.715,12714.285,24435.715,25428.57
112206051,12,2,9,112206,5,1,1,1,1,1,1,1,73,4,46,1,1,1,2,9,8,1,1,1221,46206,5,1973,2,2,2,2,1,2,2,27685.715,15428.5715,83225.32,30857.143
112206091,12,2,9,112206,9,1,1,1,1,1,1,1,73,7,46,1,1,1,2,9,5,9,2, , ,7,1973,2,2,1,1,2,2,1,20335.715,11750,41115.41,23500
112208011,12,2,12,112208,1,1,1,1,1,1,1,2,55,6,64,1,1,1,4,9,10,7,2, , ,7,1955,2,1,2,1,2,2,1,19397.143,21186.203,94600.109,42372.406
112208071,12,2,12,112208,7,1,1,1,1,1,1,1,67,12,52,1,1,1,2,9,19,1,1,7512,10734,5,1967,2,2,2,2,2,2,2,12972.857,14416.9045,63902.363,28833.809
112209021,12,2,9,112209,2,1,1,1,1,1,1,1,61,8,58,1,1,1,2,9,10,1,1,5221,47113,5,1961,2,1,2,2,2,2,2,16067.143,13532.1425,34212.266,27064.285
112211021,12,1,10,112211,2,1,1,1,1,1,1,1,70,10,49,1,1,4,4,9,13,1,1,5151,55101,3,1970,1,1,2,2,2,2,2,15342.857,15150,21437.857,30300
112213021,12,2,10,112213,2,1,1,1,1,1,1,1,38,1,81,1,1,4,2,9,10,5,2, , ,7,1938,2,1,2,1,2,2,1,11944.286,18308.334,46703.922,36616.668
112213041,12,2,10,112213,4,1,1,1,1,1,1,1,94,1,25,1,1,4,2,9,10,1,1,9998,99998,3,1994,1,1,2,2,2,2,2,12805.714,10650,18553.715,21300
112213071,12,2,10,112213,7,1,1,1,1,1,1,1,54,1,65,1,1,4,1,9,10,1,1,9211,97003,3,1954,1,1,2,2,2,2,2,14957.143,15015.0715,27037.768,30030.143
112213081,12,2,10,112213,8,1,1,1,1,1,1,1,50,4,69,1,1,4,2,9,8,9,2, , ,7,1950,2,1,2,2,1,2,1,20048.572,17517.8575,44737.051,35035.715
112215081,12,2,10,112215,8,1,1,1,1,1,1,1,96,4,23,1,1,1,1,9,12,3,2, , ,7,1996,1,1,2,2,2,2,2,12107.143,10300,24132.143,20600
112216011,12,1,11,112216,1,1,1,1,1,1,1,1,73,5,46,1,1,4,2,9,8,1,1,7511,47817,5,1973,2,2,1,2,2,2,1,34800,18250,64477.785,36500
112216071,12,1,11,112216,7,1,1,1,1,1,1,2,51,5,68,1,1,4,4,9,5,9,2, , ,7,1951,2,2,1,1,2,2,1,28024.285,12825,36045.793,25650
112216081,12,1,11,112216,8,1,1,1,1,1,1,1,69,1,50,1,2,2,2,9,8,1,1,9211,1611,5,1969,1,2,2,2,2,2,2,24985.715,15814.286,48173.797,31628.572
112219011,12,2,11,112219,1,1,1,1,1,1,1,1,88,1,31,1,1,1,2,9,11,1,1,8323,49222,5,1988,1,2,2,2,2,2,2,22452.857,19932.5,56506.871,39865
112219021,12,2,11,112219,2,1,1,1,1,1,1,1,45,8,74,1,1,1,2,9,12,4,2, , ,7,1945,1,1,2,2,2,2,2,19045.715,16223.8095,38607.344,32447.619
112219051,12,2,11,112219,5,1,1,1,1,1,1,1,50,4,69,1,1,1,2,9,10,9,2, , ,7,1950,2,2,2,1,2,2,1,29982.857,17988.0955,82477.758,35976.191
112220051,12,2,11,112220,5,1,1,1,1,1,1,1,94,2,25,1,1,1,2,9,13,1,1,5412,84220,1,1994,1,1,1,2,1,2,2,22967.143,18160,50517.023,36320
112220061,12,2,11,112220,6,1,1,1,1,1,1,1,60,2,59,1,1,1,2,9,10,1,1,3322,47598,3,1960,2,1,1,1,2,2,1,25080,20667.8575,47134.766,41335.715
112222031,12,2,12,112222,3,1,1,1,1,1,1,1,70,6,49,1,1,4,2,9,8,1,1,9313,41001,3,1970,2,1,2,2,2,2,2,14400,20875,42468.844,41750
112222051,12,2,12,112222,5,1,1,1,1,1,1,2,58,3,61,1,1,1,4,9,8,7,2, , ,7,1958,2,1,2,2,2,2,1,13984.286,14450,26217.703,28900
112223091,12,2,12,112223,9,1,1,1,1,1,1,1,49,2,70,1,1,1,4,9,11,9,2, , ,7,1949,1,1,2,2,2,2,2,12450,13044.047,20552.533,26088.094
112224071,12,2,12,112224,7,1,1,1,1,1,1,1,75,6,44,1,1,1,2,9,10,1,1,7512,47814,5,1975,3,2,2,2,2,2,2,22380,11260.714,40926.563,22521.428
113001041,13,2,1,113001,4,1,1,1,1,1,1,2,85,5,33,1,1,1,2,9,13,1,1,8153,14101,3,1985,1,2,2,2,1,2,2,13650,19678.5725,31373.699,39357.145
113001051,13,2,1,113001,5,1,1,1,1,1,1,1,82,1,37,1,1,1,2,9,10,1,1,7322,14101,3,1982,1,1,2,2,2,2,2,12660,13560.7635,29776.576,27121.527
113001061,13,2,1,113001,6,1,1,1,1,1,1,1,60,3,58,1,1,1,2,9,13,1,1,5414,80101,3,1960,1,1,2,2,2,2,2,14048.571,21492.8575,35505.992,42985.715
113001091,13,2,1,113001,9,1,1,1,1,1,1,1,61,4,57,1,1,1,4,9,6,1,1,5221,47811,5,1961,1,1,2,2,2,2,2,14751.429,21542.8575,35173.648,43085.715
113001101,13,2,1,113001,10,1,1,1,1,1,1,1,62,9,56,1,1,1,7,9,7,1,1,9313,41003,3,1962,1,1,2,2,1,2,2,14357.143,20796.4295,70067.625,41592.859
113002061,13,1,1,113002,6,1,1,1,1,1,1,2,47,4,71,1,1,1,1,9,11,9,2, , ,7,1947,1,1,2,2,2,2,2,8550,9367.8575,20607.191,18735.715
113002071,13,1,1,113002,7,1,1,1,1,1,1,1,88,5,30,1,4,3,2,9,8,1,1,8323,49222,5,1988,1,1,2,2,2,2,2,13645.714,14500,22548.453,29000
